,iauname,png_loc,input_text,target
771,J014144.95-094250.6,dr5/J014/J014144.95-094250.6.png,has features or disk | has an edge-on disk | not merging | boxy central bulge,"This galaxy image has features of an edge-on disk, showing no signs of merging, and a boxy central bulge."
772,J110458.48+315106.5,dr5/J110/J110458.48+315106.5.png,smooth | round | not merging,"The round, smooth galaxy image was not merging."
773,J094434.82+203427.3,dr5/J094/J094434.82+203427.3.png,smooth | cigar-shaped | not merging,"In this image, a smooth cigar-shaped galaxy is seen, not merging with any other galaxies."
774,J124156.72-020818.6,dr5/J124/J124156.72-020818.6.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging."
775,J000507.59-034821.9,dr5/J000/J000507.59-034821.9.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | two spiral arms | small central bulge,"This galaxy has two spiral arms, a small central bulge, and features in its disk, but does not have an edge-on disk, nor is it merging or have a bar."
776,J125231.76+195426.8,dr5/J125/J125231.76+195426.8.png,has features or disk | has an edge-on disk | not merging | rounded central bulge,The image of the galaxy has features of an edge-on disk that is not merging and also has a rounded central bulge.
777,J105631.90-022833.0,dr5/J105/J105631.90-022833.0.png,has features or disk | has an edge-on disk | not merging | rounded central bulge,"The galaxy image has features of an edge-on disk, not merging, and a rounded central bulge."
778,J143442.15+005449.8,dr5/J143/J143442.15+005449.8.png,smooth | elliptical,The smooth elliptical image of the galaxy was breathtaking.
779,J131042.30+270229.2,dr5/J131/J131042.30+270229.2.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and not merging in the image.
780,J123035.27+041858.2,dr5/J123/J123035.27+041858.2.png,smooth | elliptical | not merging,"The image of an elliptical galaxy is smooth, not merging."
781,J085548.98+313800.4,dr5/J085/J085548.98+313800.4.png,smooth | has features or disk | elliptical | not merging,"Although an elliptical galaxy is typically smooth and has no features, this image shows a galaxy that is not merging and has a visible disk."
782,J140102.59+214946.0,dr5/J140/J140102.59+214946.0.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging with any other."
783,J144745.78+233039.8,dr5/J144/J144745.78+233039.8.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | tight spiral winding | medium spiral winding | no spiral arms | large central bulge,"This galaxy image does not have an edge-on disk, is not merging, does not have a bar, and has either tight or medium spiral winding or a large central bulge but no spiral arms."
784,J133026.50+074032.6,dr5/J133/J133026.50+074032.6.png,has features or disk | does not have an edge-on disk | not merging | strong bar | does not have spiral arms | small central bulge,"This galaxy image does not have an edge-on disk, spiral arms, or merging features, but it does have a strong bar and a small central bulge."
785,J162619.33+091350.1,dr5/J162/J162619.33+091350.1.png,has features or disk | does not have an edge-on disk | no bar | has spiral arms | medium spiral winding | two spiral arms | three spiral arms | small central bulge | moderate central bulge,"This galaxy image has features such as two or three spiral arms with medium spiral winding, a small or moderate central bulge, but does not have an edge-on disk or a bar."
786,J115120.62+220313.5,dr5/J115/J115120.62+220313.5.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and is not merging with any other galaxy in the image.
787,J115058.60+204220.7,dr5/J115/J115058.60+204220.7.png,has features or disk | does not have an edge-on disk | merging with major disturbance | no bar | does not have spiral arms | small central bulge,"This galaxy image has features of a disk, but does not have an edge-on disk, and is likely merging with another galaxy due to the major disturbance present, as there is no bar or spiral arms present, and it has a small central bulge."
788,J144213.79+151719.2,dr5/J144/J144213.79+151719.2.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging with other galaxies."
789,J093456.51+043244.1,dr5/J093/J093456.51+043244.1.png,smooth | elliptical | not merging,"An elliptical galaxy can be seen in the image, smooth and not merging."
790,J101532.09+310323.4,dr5/J101/J101532.09+310323.4.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and not merging in the image.
791,J095300.69+061602.0,dr5/J095/J095300.69+061602.0.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging."
792,J144637.98-013130.9,dr5/J144/J144637.98-013130.9.png,smooth | cigar-shaped | not merging,"A galaxy with a smooth, cigar-shaped image is not merging."
793,J131638.33+014151.6,dr5/J131/J131638.33+014151.6.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging."
794,J102810.84+110401.7,dr5/J102/J102810.84+110401.7.png,artifact,"The Hubble Space Telescope captured an amazing image of a distant galaxy, revealing an artifact of unknown origin."
795,J111025.63-024756.0,dr5/J111/J111025.63-024756.0.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and is not merging with other galaxies in the image.
796,J130054.49+033540.9,dr5/J130/J130054.49+033540.9.png,smooth | round | not merging,"The smooth, round galaxy image does not appear to be merging."
797,J140016.68+014428.9,dr5/J140/J140016.68+014428.9.png,has features or disk | does not have an edge-on disk | not merging | does not have spiral arms | moderate central bulge,"The galaxy image has features of a disk, but it does not have an edge-on disk, is not merging, does not have spiral arms, and has a moderate central bulge."
798,J110525.10+305418.6,dr5/J110/J110525.10+305418.6.png,smooth | cigar-shaped | merging with minor disturbance,"The galaxy was smooth and cigar-shaped, with an image of it merging with only minor disturbance."
799,J150102.12+103457.7,dr5/J150/J150102.12+103457.7.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | tight spiral winding | no spiral arms | small central bulge,"This galaxy has no spiral arms and a small central bulge, does not have an edge-on disk, is not merging, and has no bar, however its image has features of a tight spiral winding."
800,J171746.13+291648.9,dr5/J171/J171746.13+291648.9.png,smooth | round | not merging,"The image of the galaxy was surprisingly smooth and round, not merging with any other objects."
801,J144123.41+225046.3,dr5/J144/J144123.41+225046.3.png,has features or disk | does not have an edge-on disk | no bar | has spiral arms | loose spiral winding | two spiral arms | moderate central bulge,"This galaxy image has features of a disk with no edge-on disk or bar, and two loosely winding spiral arms with a moderate central bulge."
802,J144937.39-022642.4,dr5/J144/J144937.39-022642.4.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and is not merging with another image.
803,J135047.73+185526.5,dr5/J135/J135047.73+185526.5.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging."
804,J093118.84+003354.5,dr5/J093/J093118.84+003354.5.png,smooth | elliptical | merging with minor disturbance | not merging,"The elliptical galaxy appears smooth, but upon closer inspection there is evidence of a minor merging disturbance that does not appear to be merging."
805,J131521.14+050530.5,dr5/J131/J131521.14+050530.5.png,smooth | elliptical | not merging,"Not merging, the smooth elliptical galaxy in the image looks stunning."
806,J105728.64+192047.4,dr5/J105/J105728.64+192047.4.png,smooth | elliptical | not merging,This elliptical galaxy appears smooth and is not merging with any other objects in the image.
807,J124442.94+014705.1,dr5/J124/J124442.94+014705.1.png,smooth | cigar-shaped | not merging,"The galaxy looks smooth and cigar-shaped in the image, not merging."
808,J132832.54-005600.2,dr5/J132/J132832.54-005600.2.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | tight spiral winding | small central bulge,"This galaxy has tight spiral winding, small central bulge, and spiral arms, but does not have an edge-on disk or a bar, and is not merging, as seen in its imaging features."
809,J133314.86+010604.4,dr5/J133/J133314.86+010604.4.png,smooth | round,"The smooth, round image of a galaxy was breathtaking."
810,J113124.71+255807.1,dr5/J113/J113124.71+255807.1.png,has features or disk | does not have an edge-on disk | not merging | strong bar | does not have spiral arms | small central bulge,"This galaxy has strong bar features and a small central bulge, but does not have an edge-on disk, spiral arms, or signs of merging; the image does not reveal any of these features."
811,J145847.45+083335.5,dr5/J145/J145847.45+083335.5.png,smooth | elliptical | not merging,"An elliptical galaxy was imaged, appearing to be smooth and not merging."
812,J100809.01+171910.3,dr5/J100/J100809.01+171910.3.png,smooth | elliptical | cigar-shaped | merging,"Two galaxies, one smooth and elliptical and the other cigar-shaped, are merging together in an image of cosmic beauty."
813,J091727.13+052339.1,dr5/J091/J091727.13+052339.1.png,smooth | round | not merging,"An image of a round, smooth galaxy that is not merging."
814,J153157.87+212155.4,dr5/J153/J153157.87+212155.4.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and not merging in the image.
815,J155151.34+273944.6,dr5/J155/J155151.34+273944.6.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging with others."
816,J004310.40-084054.9,dr5/J004/J004310.40-084054.9.png,artifact,A high-resolution image of a distant galaxy revealed an unexpected artifact.
817,J112919.07-002904.2,dr5/J112/J112919.07-002904.2.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and is not merging with any other galaxy in the image.
818,J121214.37+032640.0,dr5/J121/J121214.37+032640.0.png,smooth | elliptical | not merging,An image of an elliptical galaxy that appears smooth yet is not merging.
819,J144531.63+075644.3,dr5/J144/J144531.63+075644.3.png,has features or disk | does not have an edge-on disk | not merging | no bar | does not have spiral arms | moderate central bulge,"This galaxy image has features of a disk but does not have an edge-on disk, is not merging, does not have a bar, and does not have spiral arms, with a moderate central bulge."
